,date,open,high,low,close,volume,daily return,cumulative return
0,2022-10-17,141.065,142.9,140.27,142.41,85250939,,
1,2022-10-18,145.49,146.7,140.61,143.75,99136610,0.009409451583456185,0.009409451583456185
2,2022-10-19,141.69,144.9492,141.5,143.86,61758340,0.000765217391304418,0.010181869250754927
3,2022-10-20,143.02,145.89,142.65,143.39,64521989,-0.0032670652022801505,0.006881539217751476
4,2022-10-21,142.87,147.8479,142.649,147.27,86548609,0.027059069670130498,0.034126816937012805
5,2022-10-24,147.185,150.23,146.0,149.45,75981918,0.014802743260677431,0.04943473070711302
6,2022-10-25,150.09,152.49,149.36,152.34,74732290,0.019337571094011574,0.06972824942068678
7,2022-10-26,150.96,151.99,148.04,149.35,88436172,-0.019627149796507926,0.04873253282775081
8,2022-10-27,148.07,149.046,144.13,144.8,109180150,-0.030465349849347012,0.016782529316761607
9,2022-10-28,148.2,157.5,147.82,155.74,164762371,0.07555248618784538,0.0936029773190088
10,2022-10-31,153.155,154.24,151.92,153.34,97943171,-0.015410299216643164,0.0767502282143111
11,2022-11-01,155.08,155.45,149.13,150.65,80379345,-0.017542715534107245,0.05786110525946242
12,2022-11-02,148.945,152.17,145.0,145.03,93604623,-0.037305011616329264,0.018397584439295178
13,2022-11-03,142.06,142.8,138.75,138.88,97918516,-0.04240501965110666,-0.024787585141492707
14,2022-11-04,142.09,142.67,134.38,138.38,140814796,-0.0036002304147465525,-0.028298574538304755
15,2022-11-07,137.11,139.145,135.671,138.92,83374628,0.0039022980199450163,-0.0245067059897478
16,2022-11-08,140.41,141.43,137.49,139.5,89908477,0.004175064785488125,-0.02043395828944583
17,2022-11-09,138.5,138.55,134.5933,134.87,74917794,-0.03318996415770603,-0.052945720103925065
18,2022-11-10,141.24,146.87,139.5,146.87,118854028,0.08897456810261728,0.03131802541956352
19,2022-11-11,145.82,150.01,144.37,149.7,93979665,0.019268741063525496,0.05119022540551943
20,2022-11-14,148.97,150.28,147.43,148.28,73374114,-0.009485637942551639,0.04121901551857343
21,2022-11-15,152.215,153.59,148.5613,150.04,89868332,0.011869436201780381,0.05357769819535174
22,2022-11-16,149.13,149.87,147.29,148.79,64218266,-0.008331111703545724,0.04480022470332168
23,2022-11-17,146.43,151.48,146.15,150.72,80389400,0.012971301834800775,0.058352643775016144
24,2022-11-18,152.305,152.7,149.97,151.29,74829573,0.003781847133757843,0.062355171687381805
25,2022-11-21,150.16,150.37,147.715,148.01,58724070,-0.02168021680216803,0.039323081244294844
26,2022-11-22,148.13,150.42,146.925,150.18,51804132,0.01466117154246338,0.05456077522645897
27,2022-11-23,149.45,151.83,149.34,151.07,58301395,0.005926221867092796,0.06081033635278432
28,2022-11-25,148.305,148.88,147.12,148.11,35195860,-0.019593565896604104,0.040025279123657276
29,2022-11-28,145.14,146.64,143.38,144.22,69346522,-0.02626426304773488,0.012709781616459637
30,2022-11-29,144.29,144.81,140.355,141.17,83763803,-0.021148245735681637,-0.008707253704093754
31,2022-11-30,141.395,148.72,140.55,148.03,111380880,0.04859389388680335,0.039463520820167464
32,2022-12-01,148.21,149.13,146.61,148.31,71250416,0.0018915084780111169,0.04142967488238214
33,2022-12-02,145.96,148.0,145.65,147.81,65447446,-0.003371316836356275,0.0379186854855702
34,2022-12-05,147.77,150.9199,145.77,146.63,68826442,-0.007983221703538379,0.029632750509093864
35,2022-12-06,147.075,147.3,141.92,142.91,64727186,-0.025369978858350906,0.0035109893968123806
36,2022-12-07,142.19,143.37,140.0,140.94,69721094,-0.013784899587152788,-0.010322308826626991
37,2022-12-08,142.36,143.52,141.1,142.65,62128338,0.012132822477650018,0.0016852749104701026
38,2022-12-09,142.34,145.57,140.9,142.16,76097011,-0.003434980722047065,-0.0017554946984057462
39,2022-12-12,142.7,144.5,141.06,144.49,70462654,0.01638998311761397,0.014605715890738225
40,2022-12-13,149.5,149.9692,144.24,145.47,93886161,0.006782476295937423,0.0214872551084897
41,2022-12-14,145.35,146.655,141.16,143.21,82291182,-0.015535849316010153,0.005617583034899454
42,2022-12-15,141.11,141.8,136.025,136.5,98931907,-0.04685426995321562,-0.041499894670318005
43,2022-12-16,136.685,137.65,133.73,134.51,160156900,-0.014578754578754682,-0.055473632469629996
44,2022-12-19,135.11,135.2,131.32,132.37,79592614,-0.015909597799420028,-0.07050066708798541
45,2022-12-20,131.39,133.25,129.89,132.3,77432819,-0.0005288207297725611,-0.07099220560353903
46,2022-12-21,132.98,136.81,132.75,135.45,85927993,0.023809523809523725,-0.048872972403623316
47,2022-12-22,134.352,134.56,130.3,132.23,77852108,-0.023772609819121437,-0.07148374411909275
48,2022-12-23,130.92,132.415,129.64,131.86,63814893,-0.002798154730393798,-0.07408187627273344
49,2022-12-27,131.38,131.41,128.72,130.03,69007830,-0.013878355831943079,-0.08693209746506558
50,2022-12-28,129.67,131.0275,125.87,126.04,85438391,-0.030685226486195427,-0.11494979285162543
51,2022-12-29,127.99,130.4814,127.73,129.61,75703710,0.02832434147889562,-0.0898813285583876
52,2022-12-30,128.41,129.95,127.43,129.93,77034209,0.0024689452974306914,-0.0876342953444279
53,2023-01-03,130.28,130.9,124.17,125.07,112117471,-0.03740475640729635,-0.12176111228144082
54,2023-01-04,126.89,128.6557,125.08,126.36,89113633,0.010314224034540631,-0.11270275963766585
55,2023-01-05,127.13,127.77,124.76,125.02,80962708,-0.010604621715732843,-0.12211221122112204
56,2023-01-06,126.01,130.29,124.89,129.62,87754715,0.03679411294192936,-0.0898111087704514
57,2023-01-09,130.465,133.41,129.89,130.15,70790813,0.004088875173584361,-0.08608946000983064
58,2023-01-10,130.26,131.2636,128.12,130.73,63896155,0.004456396465616574,-0.08201671230952867
59,2023-01-11,131.25,133.51,130.46,133.49,69458949,0.0211122160177466,-0.06263605083912627
60,2023-01-12,133.88,134.26,131.44,133.41,71379648,-0.0005992958274029236,-0.0631978091426163
61,2023-01-13,132.03,134.92,131.66,134.76,57809719,0.01011918147065427,-0.05371813777122392
62,2023-01-17,134.83,137.29,134.13,135.94,63646627,0.008756307509646843,-0.04543220279474747
63,2023-01-18,136.815,138.61,135.03,135.21,69672800,-0.005370016183610327,-0.050558247314092974
64,2023-01-19,134.08,136.25,133.77,135.27,58280413,0.0004437541601953754,-0.05013692858647545
65,2023-01-20,135.28,138.02,134.22,137.87,80223626,0.019220817624011177,-0.031879783723053
66,2023-01-23,138.12,143.315,137.9,141.11,81760313,0.023500398926525,-0.009128572431711057
67,2023-01-24,140.305,143.16,140.3,142.53,66435142,0.010063071362766518,0.0008426374552350513
68,2023-01-25,140.89,142.43,138.81,141.86,65799349,-0.00470076475128034,-0.0038620883364929304
69,2023-01-26,143.17,144.25,141.9,143.96,54105068,0.014803327224023555,0.010884067130117359
70,2023-01-27,143.155,147.23,143.08,145.93,70555843,0.01368435676576829,0.02471736535355684
71,2023-01-30,144.955,145.55,142.85,143.0,64015274,-0.020078119646405823,0.0041429674882382805
72,2023-01-31,142.7,144.34,142.28,144.29,65874459,0.00902097902097898,0.013201320132013361
73,2023-02-01,143.97,146.61,141.32,145.43,77663633,0.00790075542310631,0.021206375956744905
74,2023-02-02,148.9,151.18,148.17,150.82,118338980,0.03706250429760005,0.059054841654378354
75,2023-02-03,148.03,157.38,147.83,154.5,154357337,0.024399946956637164,0.08489572361491504
76,2023-02-06,152.575,153.1,150.78,151.73,69858306,-0.017928802588996873,0.06544484235657633
77,2023-02-07,150.64,155.23,150.64,154.65,83322551,0.019244710999802406,0.08594902043395858
78,2023-02-08,153.88,154.58,151.168,151.92,64120079,-0.017652764306498647,0.06677901832736488
79,2023-02-09,153.775,154.33,150.42,150.87,56007143,-0.006911532385465935,0.05940594059405968
80,2023-02-10,149.46,151.3401,149.22,151.01,57450708,0.0009279512162787551,0.06038901762516691
81,2023-02-13,150.952,154.26,150.92,153.85,62199013,0.018806701542944282,0.08033143739905935
82,2023-02-14,152.12,153.77,150.86,153.2,61707573,-0.00422489437764062,0.07576715118320365
83,2023-02-15,153.11,155.5,152.88,155.33,65669252,0.013903394255874835,0.09072396601362298
84,2023-02-16,153.51,156.33,153.3475,153.71,68167942,-0.010429408356402492,0.07934836036795212
85,2023-02-17,152.35,153.0,150.85,152.55,59144118,-0.0075466788107474425,0.0712028649673484
86,2023-02-21,150.2,151.3,148.405,148.48,58867230,-0.02667977712225511,0.04262341127729852
87,2023-02-22,148.87,149.95,147.16,148.91,51011305,0.002896012931034475,0.04564286215855695
88,2023-02-23,150.09,150.34,147.24,149.4,48394249,0.003290578201598393,0.0490836317674328
89,2023-02-24,147.11,147.19,145.7202,146.71,55469606,-0.01800535475234266,0.03019450881258412
90,2023-02-27,147.71,149.17,147.45,147.92,44998470,0.008247563219957676,0.038691103152869166
91,2023-02-28,147.05,149.08,146.83,147.41,50546998,-0.0034478096268252267,0.03510989396812092
92,2023-03-01,146.83,147.2285,145.01,145.31,55478991,-0.014245980598331154,0.02036373850151052
93,2023-03-02,144.38,146.71,143.9,145.91,52279761,0.004129103296400816,0.024576925777684888
94,2023-03-03,148.045,151.11,147.33,151.03,70732297,0.0350901240490713,0.06052945720103997
95,2023-03-06,153.785,156.3,153.46,153.83,87558028,0.01853936304045556,0.0801909978231874
96,2023-03-07,153.7,154.0299,151.13,151.6,56182028,-0.014496522134824219,0.06453198511340563
97,2023-03-08,152.81,153.47,151.83,152.87,47204791,0.008377308707124165,0.07344989818130832
98,2023-03-09,153.559,154.535,150.225,150.59,53833582,-0.014914633348596884,0.05743978653184545
99,2023-03-10,150.21,150.94,147.6096,148.5,68572400,-0.01387874360847341,0.04276385085317114
100,2023-03-13,147.805,153.14,147.7,150.47,84457122,0.013265993265993314,0.05659714907661062
101,2023-03-14,151.28,153.4,150.1,152.59,73695893,0.014089187213398136,0.07148374411909364
102,2023-03-15,151.19,153.245,149.92,152.99,77167866,0.0026214037617144914,0.07429253563654337
103,2023-03-16,152.16,156.46,151.64,155.85,76254419,0.01869403228969202,0.09437539498630798
104,2023-03-17,156.08,156.74,154.28,155.0,98944633,-0.005453962143086244,0.08840671301172764
105,2023-03-20,155.07,157.82,154.15,157.4,73641415,0.015483870967742064,0.10525946211642556
106,2023-03-21,157.32,159.4,156.54,159.28,73938285,0.011944091486658204,0.1184607822484387
107,2023-03-22,159.3,162.14,157.81,157.83,75701811,-0.009103465595178273,0.10827891299768377
108,2023-03-23,158.83,161.5501,157.68,158.93,67622060,0.006969524171577035,0.1160030896706703
109,2023-03-24,158.86,160.34,157.85,160.25,59256343,0.008305543320958897,0.1252721016782541
110,2023-03-27,159.94,160.77,157.87,158.28,52390266,-0.012293291731669265,0.1114388034548146
111,2023-03-28,157.97,158.49,155.98,157.65,45992152,-0.003980288097043205,0.10701495681483153
112,2023-03-29,159.37,161.05,159.35,160.77,51305691,0.019790675547098013,0.12892353065093864
113,2023-03-30,161.53,162.47,161.271,162.36,49501689,0.009889904832991236,0.1400884769328008
114,2023-03-31,162.44,165.0,161.91,164.9,68749792,0.015644247351564333,0.15792430306860572
