date,open,high,low,close,volume,daily return,cumulative return
2022-10-21,234.74,243.0,234.5,242.12,26299733,,
2022-10-24,243.76,247.84,241.295,247.25,24911212,0.021187840740128916,0.021187840740128916
2022-10-25,247.26,251.04,245.83,250.66,34775505,0.013791708796764501,0.03527176606641347
2022-10-26,231.17,238.3,230.06,231.32,82684846,-0.07715630734859968,-0.044605980505534326
2022-10-27,231.04,233.69,225.78,226.75,40424645,-0.01975618191250217,-0.0634809185527836
2022-10-28,226.24,236.6,226.05,235.87,40647724,0.040220507166482955,-0.025813646125887768
2022-10-31,233.76,234.92,231.15,232.13,28357265,-0.01585619197015309,-0.04126053196761914
2022-11-01,234.6,235.74,227.325,228.17,30592271,-0.017059406367121888,-0.057616058152981764
2022-11-02,229.46,231.3,220.04,220.1,38407008,-0.035368365692246995,-0.09094663803072833
2022-11-03,220.09,220.41,213.98,214.25,36633922,-0.02657882780554288,-0.11510821080455946
2022-11-04,217.55,221.59,213.431,221.39,36789063,0.033325554259043155,-0.085618701470345
2022-11-07,221.99,228.41,221.28,227.87,33497979,0.029269614707078118,-0.05885511316702419
2022-11-08,228.7,231.65,225.84,228.87,28192548,0.004388467108439098,-0.05472492978688204
2022-11-09,227.37,228.6327,224.33,224.51,27852910,-0.019050115786254262,-0.07273252932430152
2022-11-10,235.43,243.33,235.0,242.98,46268021,0.08226805042091656,0.003551957706922515
2022-11-11,242.99,247.99,241.93,247.11,34620246,0.01699728372705578,0.02060961506690928
2022-11-14,241.985,243.91,239.21,241.55,31123340,-0.022500101169519615,-0.00235420452668067
2022-11-15,245.66,247.0,240.03,241.97,31390117,0.0017387704409024263,-0.0006195275070211004
2022-11-16,242.79,243.8,240.42,241.73,24093272,-0.0009918584948547249,-0.0016107715182551718
2022-11-17,237.78,243.25,237.63,241.68,23123544,-0.00020684234476475716,-0.0018172806872621683
2022-11-18,243.51,243.74,239.03,241.22,27613523,-0.0019033432638199121,-0.0037171650421274904
2022-11-21,241.43,244.67,241.19,242.05,26394700,0.0034408423845453395,-0.00028911283660948417
2022-11-22,243.59,245.31,240.71,245.03,19665699,0.012311505887213414,0.012018833636213921
2022-11-23,245.105,248.28,244.27,247.58,19508462,0.010406888952373183,0.02255080125557618
2022-11-25,247.31,248.7,246.73,247.49,9200772,-0.0003635188625898955,0.02217908475136343
2022-11-28,246.08,246.65,240.8,241.76,24810271,-0.0231524506040649,-0.0014868660168507741
2022-11-29,241.4,242.79,238.21,240.33,17956313,-0.005914956982130959,-0.007393028250453848
2022-11-30,240.57,255.33,239.86,255.14,47594239,0.061623600882120266,0.05377498760945021
2022-12-01,253.87,256.12,250.9156,254.69,26041524,-0.0017637375558516855,0.05191640508838624
2022-12-02,249.82,256.06,249.69,255.02,21528520,0.0012956928030154469,0.05327936560383306
2022-12-05,252.01,253.819,248.06,250.2,23435294,-0.01890047839385156,0.033371881711548035
2022-12-06,250.82,251.86,243.78,245.12,22463727,-0.020303756994404454,0.012390550140426226
2022-12-07,244.83,246.16,242.205,244.37,20481522,-0.0030597258485639545,0.009292912605319614
2022-12-08,244.84,248.74,243.06,247.4,22611757,0.012399230674796424,0.021807368247150016
2022-12-09,244.695,248.31,244.16,245.42,20609743,-0.008003233629749418,0.01362960515446865
2022-12-12,247.445,252.54,247.17,252.51,30665069,0.028889251079781575,0.042912605319676
2022-12-13,261.69,263.915,253.07,256.92,42196884,0.017464654865154028,0.0611267140261027
2022-12-14,257.13,262.588,254.31,257.22,35410933,0.0011676786548342477,0.06236576904014535
2022-12-15,253.72,254.2,247.34,249.01,35568093,-0.031918202317082756,0.0284569634891787
2022-12-16,248.55,249.84,243.51,244.69,86101994,-0.01734870085538731,0.010614571286964969
2022-12-19,244.86,245.21,238.71,240.45,29696436,-0.017328047733867424,-0.0068974062448374784
2022-12-20,239.4,242.91,238.42,241.8,25150802,0.005614472863381348,-0.0013216586816454656
2022-12-21,241.69,245.615,240.11,244.43,23690607,0.010876757650951197,0.009540723608128188
2022-12-22,241.255,241.99,233.87,238.19,28651664,-0.025528781246164534,-0.016231620683958337
2022-12-23,236.11,238.87,233.9428,238.73,21206982,0.0022670976951173483,-0.01400132165868162
2022-12-27,238.7,238.93,235.83,236.96,16688648,-0.007414233653080804,-0.02131174624153298
2022-12-28,236.89,239.72,234.17,234.53,17457104,-0.010254895340985892,-0.031348091855278315
2022-12-29,235.65,241.92,235.65,241.01,19770693,0.027629727540186666,-0.004584503551957719
2022-12-30,238.21,239.96,236.66,239.82,21938472,-0.004937554458321225,-0.009499421774326833
2023-01-03,243.08,245.75,237.4,239.58,25740036,-0.001000750562922148,-0.010490665785560904
2023-01-04,232.275,232.87,225.96,229.1,50623394,-0.04374321729693642,-0.05377498760944999
2023-01-05,227.2,227.55,221.7602,222.31,39585623,-0.02963771278917504,-0.0818189327606147
2023-01-06,223.0,225.7601,219.35,224.93,43613574,0.01178534478880855,-0.07099785230464228
2023-01-09,226.45,231.2366,226.41,227.12,27369784,0.009736362423865108,-0.06195275070213124
2023-01-10,227.755,231.31,227.33,228.85,27033881,0.007617118703768799,-0.054807533454485524
2023-01-11,231.29,235.95,231.11,235.77,28669331,0.030238147258029313,-0.026226664463902316
2023-01-12,235.26,239.9,233.56,238.51,27269486,0.011621495525300007,-0.014909962002313093
2023-01-13,237.002,239.37,234.92,239.23,21333265,0.0030187413525637474,-0.011936229968610879
2023-01-17,237.97,240.91,237.09,240.35,29831257,0.0046816870793797705,-0.007310424582851693
2023-01-18,241.565,242.38,235.52,235.81,30028692,-0.0188891200332848,-0.026061457128696786
2023-01-19,233.78,235.52,230.68,231.93,28623033,-0.016453924769941897,-0.042086568643648015
2023-01-20,234.855,240.74,234.51,240.22,35389809,0.035743543310481574,-0.007847348422270195
2023-01-23,241.1,245.165,239.65,242.58,31933951,0.009824327699608837,0.0018998843548652111
2023-01-24,242.5,243.95,240.44,242.04,40234444,-0.0022260697501855775,-0.0003304146704116162
2023-01-25,234.48,243.3,230.9,240.61,66526641,-0.005908114361262484,-0.00623657690401469
2023-01-26,243.65,248.31,242.0,248.0,33454491,0.030713602925896533,0.024285478275235084
2023-01-27,248.99,249.83,246.83,248.16,26498939,0.00064516129032266,0.024946307616057872
2023-01-30,244.51,245.6,242.2,242.71,25867365,-0.021961637653126975,0.0024368081942836017
2023-01-31,243.45,247.95,242.945,247.81,26541072,0.021012731243047256,0.02350074343300812
2023-02-01,248.0,255.18,245.47,252.75,31259912,0.019934627335458588,0.04390384933090985
2023-02-02,258.82,264.69,257.25,264.6,39940437,0.04688427299703268,0.09284652238559343
2023-02-03,259.542,264.2,257.1,258.35,29077256,-0.02362055933484508,0.06703287625970544
2023-02-06,257.44,258.3,254.78,256.77,22517997,-0.006115734468744138,0.06050718651908071
2023-02-07,260.53,268.775,260.08,267.56,50841365,0.04202204307356783,0.1050718651908138
2023-02-08,273.2,276.76,266.21,266.73,54686049,-0.003102107938406262,0.1016438129852959
2023-02-09,273.8,273.98,262.8,263.62,42375102,-0.01165973081393179,0.088798942673054
2023-02-10,261.53,264.09,260.662,263.1,25818489,-0.001972536226386379,0.08665124731538021
2023-02-13,267.64,274.6,267.15,271.32,44630921,0.03124287343215504,0.1206013547001481
2023-02-14,272.67,274.97,269.28,272.17,37047924,0.0031328320802006537,0.12411201057326893
2023-02-15,268.32,270.73,266.18,269.32,28962163,-0.010471396553624612,0.11234098793986402
2023-02-16,264.02,266.74,261.9,262.15,29603616,-0.02662260507945946,0.08272757310424517
2023-02-17,259.39,260.09,256.0,258.06,30000055,-0.015601754720579675,0.06583512307946426
2023-02-21,254.48,255.49,251.59,252.67,28397444,-0.020886615515771534,0.04357343466049857
2023-02-22,254.09,254.34,250.34,251.51,22491056,-0.004590968456880451,0.03878242193953385
2023-02-23,255.56,256.84,250.48,254.77,29219095,0.012961711263965725,0.05224681975879708
2023-02-24,249.96,251.0,248.1,249.22,24990905,-0.021784354515837823,0.029324301999008595
2023-02-27,252.46,252.82,249.39,250.16,21190042,0.003771767915897506,0.03320667437634195
2023-02-28,249.07,251.49,248.73,249.42,22490950,-0.0029581068116405485,0.030150338675036803
2023-03-01,250.76,250.93,245.79,246.27,27565259,-0.012629299975944086,0.017140261027589476
2023-03-02,246.55,251.4,245.61,251.11,24833646,0.019653226133918178,0.03713034858747721
2023-03-03,252.19,255.62,251.39,255.29,30760136,0.01664609135438644,0.05439451511647109
