date,open,high,low,close,volume,daily return,cumulative return,1M return,3M return,1Y return
2022-11-03,63.42,66.88,63.4,65.21,23360518,,,,,
2022-11-04,71.17,71.64,67.45,69.81,50595584,0.07054132801717539,0.07054132801717539,,,0.07054132801717539
2022-11-07,71.3,71.88,68.6722,69.71,26087638,-0.0014324595330182932,0.06900782088636714,,,0.06900782088636714
2022-11-08,67.62,68.92,66.27,68.13,23870184,-0.022665327786544287,0.04477840821959811,,,0.04477840821959811
2022-11-09,66.43,66.78,64.8,64.84,22099340,-0.0482900337589901,-0.0056739763839902535,,,-0.0056739763839902535
2022-11-10,68.03,69.99,68.0,69.77,28757183,0.07603331276989511,0.06992792516485191,,,0.06992792516485191
2022-11-11,72.32,72.7,69.31,70.77,38723358,0.014332807797047487,0.08526299647293345,,,0.08526299647293345
2022-11-14,73.16,74.0,71.32,71.33,30310714,0.007912957467853587,0.09385063640545921,,,0.09385063640545921
2022-11-15,78.93,80.37,77.81,79.3,53150492,0.11173419318659739,0.21607115473086935,,,0.21607115473086935
2022-11-16,80.32,80.45,77.41,78.16,26637348,-0.014375788146279933,0.19858917343965632,,,0.19858917343965632
2022-11-17,76.0,85.68,75.76,84.26,62050577,0.07804503582395106,0.29213310841895423,,,0.29213310841895423
2022-11-18,82.15,82.52,79.86,80.48,29528331,-0.04486114407785424,0.23416653887440586,,,0.23416653887440586
2022-11-21,78.69,79.06,76.47,76.93,19005149,-0.04411033797216701,0.17972703573071613,,,0.17972703573071613
2022-11-22,75.44,76.8,74.58,75.99,20694114,-0.012218900298973212,0.16531206870111936,,,0.16531206870111936
2022-11-23,78.19,78.845,76.85,78.5,19032677,0.033030661929201344,0.2038030976844043,,,0.2038030976844043
2022-11-25,75.5,76.05,74.92,75.5,13036881,-0.03821656050955413,0.15779788376015946,,,0.15779788376015946
2022-11-28,74.74,77.417,74.68,75.88,19119393,0.005033112582781385,0.16362521085723047,,,0.16362521085723047
2022-11-29,80.24,80.89,79.45,79.86,24178076,0.05245123879810243,0.22465879466339533,,,0.22465879466339533
2022-11-30,82.74,89.625,82.25,87.56,60169613,0.09641873278236912,0.3427388437356236,,,0.3427388437356236
2022-12-01,84.35,87.6,84.26,85.94,20243018,-0.01850159890360903,0.3178960282165313,,,0.3178960282165313
2022-12-02,86.05,91.85,86.05,90.06,35042629,0.047940423551315,0.38107652200582764,,,0.38107652200582764
2022-12-05,92.9,92.9,89.63,90.52,30929815,0.0051077059737951735,0.38813065480754516,,,0.38813065480754516
2022-12-06,91.88,92.57,89.2,91.45,26675734,0.010273972602739878,0.4023922711240613,,,0.4023922711240613
2022-12-07,87.06,89.2595,86.62,88.33,19507404,-0.03411700382722804,0.3545468486428467,,,0.3545468486428467
2022-12-08,91.97,94.335,91.08,94.17,29241462,0.06611570247933884,0.44410366508204313,,,0.44410366508204313
2022-12-09,93.27,93.75,91.225,91.34,15452118,-0.030052033556334234,0.4007054132801724,,,0.4007054132801724
2022-12-12,90.09,90.889,87.75,89.41,15190207,-0.021129844536895148,0.37110872565557496,,,0.37110872565557496
2022-12-13,93.45,94.98,90.3,91.41,21150557,0.022368862543339585,0.40177886827173803,,,0.40177886827173803
2022-12-14,91.06,91.265,89.5,90.91,15575486,-0.005469861065528936,0.39411133261769726,,,0.39411133261769726
2022-12-15,93.09,94.08,86.05,86.21,30419400,-0.05169948300517002,0.32203649746971363,,,0.32203649746971363
2022-12-16,88.8,90.57,86.61,86.79,25084555,0.006727757800719214,0.3309308388284009,,,0.3309308388284009
2022-12-19,89.75,89.78,86.5005,87.16,20737008,0.0042631639589814085,0.33660481521239105,,,0.33660481521239105
2022-12-20,85.04,87.2,85.04,85.92,15315427,-0.014226709499770451,0.31758932679037,,,0.31758932679037
2022-12-21,86.01,88.3869,85.46,87.81,18212852,0.0219972067039107,0.3465726115626444,,,0.3465726115626444
2022-12-22,89.08,89.69,86.67,87.97,16004787,0.0018221159321261116,0.3490262229719374,,,0.3490262229719374
2022-12-23,87.85,88.65,85.5201,85.65,17949298,-0.026372627031942653,0.3134488575371881,,,0.3134488575371881
2022-12-27,86.55,90.6893,86.21,89.86,22959936,0.049153531815528284,0.3780095077442116,,,0.3780095077442116
2022-12-28,88.98,90.15,86.4647,87.2,16268785,-0.029601602492766443,0.33721821806471475,,,0.33721821806471475
2022-12-29,87.625,89.52,87.06,89.13,12535405,0.022133027522935667,0.36681490568931197,,,0.36681490568931197
2022-12-30,87.45,89.41,87.4101,88.09,11926714,-0.011668349601705263,0.3508664315289072,,,0.3508664315289072
2023-01-03,91.11,94.45,90.75,91.98,27891043,0.04415938244976725,0.41051985891734444,,,0.41051985891734444
2023-01-04,98.85,104.52,96.97,103.92,53291751,0.12981082844096536,0.5936206103358386,,,0.5936206103358386
2023-01-05,101.4,105.7,100.6401,104.58,30400384,0.006351039260970026,0.6037417573991726,,,0.6037417573991726
2023-01-06,104.11,108.0,102.46,107.4,21072355,0.02696500286861747,0.6469866584879629,,,0.6469866584879629
2023-01-09,111.99,113.11,108.12,110.83,42085274,0.031936685288640465,0.6995859530746826,,,0.6995859530746826
2023-01-10,112.97,115.48,111.21,114.88,33478575,0.03654245240458365,0.7616929918724131,,,0.7616929918724131
2023-01-11,114.6,115.2099,112.31,115.02,22804411,0.0012186629526462767,0.7638399018555446,,,0.7638399018555446
2023-01-12,113.66,113.79,111.45,113.15,16590604,-0.016258042079638213,0.7351633185094322,,,0.7351633185094322
2023-01-13,114.52,117.98,114.09,117.01,25615105,0.0341140079540434,0.7943566937586273,,,0.7943566937586273
2023-01-17,115.52,117.01,114.34,115.19,16945555,-0.015554226134518512,0.7664468639779185,,,0.7664468639779185
2023-01-18,116.75,116.75,113.04,113.22,15347918,-0.017102179008594454,0.7362367735009978,,,0.7362367735009978
2023-01-19,114.02,117.0,113.97,116.58,18489927,0.029676735559088563,0.7877626130961521,,,0.7877626130961521
2023-01-20,118.302,120.06,117.8,119.86,18342688,0.02813518613827415,0.8380616469866597,,,0.8380616469866597
2023-01-23,120.0,120.3,118.1372,119.53,13590219,-0.0027532120807608473,0.8330010734549929,,,0.8330010734549929
2023-01-24,115.0,120.0,115.0,119.44,7807114,-0.0007529490504476488,0.8316209170372655,,,0.8316209170372655
2023-01-25,118.51,120.32,117.5,120.25,9704954,0.006781647689216408,0.8440423247968116,,,0.8440423247968116
2023-01-26,121.0,121.3,118.762,120.57,11170977,0.002661122661122617,0.8489495476153976,,,0.8489495476153976
2023-01-27,119.69,119.71,116.81,118.38,18027374,-0.018163722318984776,0.815365741450699,,,0.815365741450699
2023-01-30,111.69,113.15,109.78,111.2,21918217,-0.06065213718533535,0.7052599294586732,,,0.7052599294586732
2023-01-31,109.42,112.08,108.81,110.2,15329975,-0.008992805755395739,0.6899248581505915,,,0.6899248581505915
2023-02-01,111.86,113.95,110.15,112.82,16622999,0.023774954627949096,0.7301027449777651,,,0.7301027449777651
2023-02-02,112.5,112.525,107.81,109.74,23396932,-0.027300124091473088,0.6828707253488739,,,0.6828707253488739
2023-02-03,108.05,109.5299,105.81,106.33,15982156,-0.031073446327683607,0.6305781321883157,,,0.6305781321883157
2023-02-06,103.82,106.28,103.22,105.45,15337475,-0.008276121508511203,0.6170832694372039,,,0.6170832694372039
2023-02-07,106.84,107.35,103.72,105.5,16861658,0.00047415836889519447,0.617850023002608,,,0.617850023002608
2023-02-08,107.1,107.14,103.55,105.11,14329488,-0.003696682464454981,0.6118693451924562,,,0.6118693451924562
2023-02-09,108.5,109.81,107.75,108.46,16281295,0.031871372847493085,0.6632418340745294,,,0.6632418340745294
2023-02-10,105.8,106.64,102.79,103.65,18776035,-0.04434814678222376,0.5894801410826571,,,0.5894801410826571
2023-02-13,105.99,106.35,104.15,104.79,17577825,0.010998552821997132,0.6069621223738701,,,0.6069621223738701
2023-02-14,103.55,104.48,101.85,104.22,12978395,-0.005439450329229989,0.5982211317282635,,,0.5982211317282635
2023-02-15,102.39,103.44,102.0,103.08,18910236,-0.010938399539435761,0.5807391504370505,,,0.5807391504370505
2023-02-16,102.71,104.52,102.03,103.11,21747094,0.00029103608847491635,0.5811992025762929,,,0.5811992025762929
2023-02-17,101.0,101.09,99.25,100.01,18121644,-0.030064979148482163,0.53366048152124,,,0.53366048152124
2023-02-21,96.5,97.625,94.7,95.1,27172733,-0.049095090490951065,0.45836528139855925,,,0.45836528139855925
2023-02-22,95.575,95.89,93.5546,94.78,24484024,-0.0033648790746582113,0.45345805857997323,,,0.45345805857997323
2023-02-23,100.1,100.47,92.13,94.16,40482949,-0.00654146444397552,0.4439503143689627,,,0.4439503143689627
2023-02-24,90.07,91.68,88.03,89.0,36174519,-0.05480033984706878,0.3648213464192618,,,0.3648213464192618
2023-02-27,90.85,91.24,88.895,89.25,25839998,0.002808988764045006,0.36865511424628217,,,0.36865511424628217
2023-02-28,88.46,89.34,87.27,87.79,24597162,-0.016358543417366866,0.3462659101364831,,,0.3462659101364831
2023-03-01,92.92,92.92,89.73,89.95,35434898,0.02460416903975382,0.3793896641619392,,,0.3793896641619392
2023-03-02,88.96,90.919,87.97,89.75,25691768,-0.0022234574763757564,0.37632264990032294,,,0.37632264990032294
2023-03-03,90.11,90.46,88.4,89.7,25834349,-0.0005571030640668662,0.3755558963349188,,,0.3755558963349188
2023-03-06,89.585,91.3001,88.03,89.62,16983867,-0.0008918617614269708,0.3743290906302723,,,0.3743290906302723
