date,open,high,low,close,volume,daily return,cumulative return,1M return,3M return,1Y return
2022-11-03,130.43,137.81,129.56,134.21,50006486,,,,,
2022-11-04,139.86,142.29,136.97,141.56,61257591,0.05476492064674754,0.05476492064674754,,,0.05476492064674754
2022-11-07,142.28,144.12,139.54,143.01,41006095,0.010243006499010887,0.0655688845838609,,,0.0655688845838609
2022-11-08,148.01,148.9101,142.16,146.02,59529199,0.021047479197259022,0.08799642351538628,,,0.08799642351538628
2022-11-09,141.615,142.11,137.5901,137.76,45441366,-0.056567593480345235,0.02645108412189834,,,0.02645108412189834
2022-11-10,148.0,157.73,145.47,157.5,70081925,0.14329268292682928,0.17353401385887768,,,0.17353401385887768
2022-11-11,158.075,163.89,154.82,163.27,65548747,0.0366349206349208,0.2165263393189778,,,0.2165263393189778
2022-11-14,162.18,165.4,159.22,162.95,52785245,-0.0019599436516201107,0.21414201624320084,,,0.21414201624320084
2022-11-15,167.215,169.98,163.82,166.66,54587550,0.02276772015955819,0.24178526190298788,,,0.24178526190298788
2022-11-16,161.615,163.62,158.73,159.1,64954684,-0.04536181447257892,0.18545562923776182,,,0.18545562923776182
2022-11-17,157.15,162.66,155.35,156.77,71089356,-0.014644877435574966,0.16809477684226248,,,0.16809477684226248
2022-11-18,159.66,160.02,151.2001,154.09,49207165,-0.01709510748229892,0.14812607108263198,,,0.14812607108263198
2022-11-21,151.47,154.77,150.8,153.17,40473931,-0.005970536699331674,0.14127114223977366,,,0.14127114223977366
2022-11-22,153.28,160.5757,151.216,160.38,47286607,0.04707188091662862,0.194992921540869,,,0.194992921540869
2022-11-23,160.98,165.27,160.4801,165.19,42724093,0.029991270732011577,0.23083227777363868,,,0.23083227777363868
2022-11-25,163.18,164.87,161.72,162.7,16793430,-0.015073551667776575,0.21227926384025064,,,0.21227926384025064
2022-11-28,160.26,163.57,157.25,158.27,30415201,-0.02722802704363847,0.1792712912599661,,,0.1792712912599661
