,date,open,high,low,close,volume,daily return,cumulative return
0,2022-10-14,30192.21,30428.82,29614.3,29634.83,380975687,,
1,2022-10-17,30088.53,30311.95,29997.62,30185.82,369819506,0.018592649257647142,0.018592649257647142
2,2022-10-18,30697.52,30837.9,30301.83,30523.8,387128790,0.011196647962520068,0.02999747256859564
3,2022-10-19,30439.04,30662.11,30226.9,30423.81,315539746,-0.0032758044542291476,0.026623402260110618
4,2022-10-20,30411.92,30822.96,30265.2,30333.59,333186309,-0.002965440554618226,0.023579011588728438
5,2022-10-21,30291.18,31119.27,30206.28,31082.56,418193165,0.024691109756543872,0.048852313308360484
6,2022-10-24,31187.32,31603.63,31161.41,31499.62,345036259,0.01341781371933326,0.06292561826742382
7,2022-10-25,31463.65,31876.15,31423.53,31836.74,342091100,0.010702351329952675,0.07430142167172904
8,2022-10-26,31738.44,32172.42,31738.44,31839.11,430404082,7.444229528519308e-05,0.07438139513538644
9,2022-10-27,32062.14,32388.42,31993.21,32033.28,392534666,0.006098474486252892,0.08093348266212441
10,2022-10-28,32204.31,32889.81,32158.38,32861.8,499424240,0.025864351074882164,0.10889112574629256
11,2022-10-31,32754.27,32883.86,32586.93,32732.95,390891541,-0.00392096598482139,0.10454320136137096
12,2022-11-01,32862.79,32975.48,32485.23,32653.2,325571604,-0.0024363829107978408,0.10185211118133619
13,2022-11-02,32576.28,33071.93,32139.77,32147.76,399646339,-0.015479034214104681,0.08479650465347688
14,2022-11-03,31985.05,32185.71,31727.05,32001.25,357267363,-0.004557393734431203,0.0798526598600362
15,2022-11-04,32265.01,32611.52,31938.92,32403.22,422370694,0.012561071833131487,0.09341676668973631
16,2022-11-07,32454.1,32895.59,32424.99,32827.0,341103172,0.013078329869685712,0.10771683184954983
17,2022-11-08,32934.56,33355.39,32831.46,33160.83,342882494,0.010169372772413032,0.11898161723890421
18,2022-11-09,33004.47,33065.11,32478.87,32513.94,360823197,-0.01950765406052868,0.09715291094971668
19,2022-11-10,33263.91,33727.73,33167.82,33715.37,488255344,0.03695122768880066,0.13769405797165013
20,2022-11-11,33797.75,33817.96,33394.43,33747.86,430722657,0.0009636554485386029,0.1387904030493845
21,2022-11-14,33662.05,33964.3,33533.96,33536.7,360586154,-0.006256989332064422,0.13166500364604716
22,2022-11-15,33755.94,33987.06,33320.2,33592.92,390608453,0.0016763724516724032,0.13356209568268107
23,2022-11-16,33554.93,33682.83,33516.99,33553.83,301555484,-0.0011636380523037948,0.1322430396934955
24,2022-11-17,33329.27,33616.02,33239.75,33546.32,321568255,-0.0002238194566760443,0.13198962167152617
25,2022-11-18,33606.59,33827.94,33540.64,33745.69,312950370,0.005943125803366867,0.13871717840122577
26,2022-11-21,33760.3,33864.59,33559.18,33700.28,352960706,-0.0013456533263952464,0.13718485984228668
27,2022-11-22,33810.05,34115.7,33810.05,34098.1,279597407,0.01180464969430517,0.15060892875039245
28,2022-11-23,34091.57,34262.07,34004.64,34194.06,236818182,0.0028142330511082836,0.1538470104265821
29,2022-11-25,34213.04,34386.51,34199.57,34347.03,131664777,0.0044735840084506595,0.15900884196062504
30,2022-11-28,34275.91,34303.88,33799.35,33849.46,303020151,-0.014486550947782062,0.14221880132263265
31,2022-11-29,33847.8,33933.91,33662.45,33852.53,279754052,9.069568613506718e-05,0.14232239564053506
32,2022-11-30,33795.43,34589.77,33583.77,34589.77,552485258,0.021777988233080414,0.16719987933117886
33,2022-12-01,34533.59,34595.51,34129.35,34395.01,349576170,-0.005630566494081779,0.16062788279872042
34,2022-12-02,34265.45,34483.21,34039.73,34429.88,291061630,0.001013809852068448,0.16180453878088707
35,2022-12-05,34335.73,34335.73,33846.81,33947.1,315963230,-0.014022122644633095,0.14551357304901003
36,2022-12-06,33936.87,34006.63,33418.59,33596.34,307790890,-0.010332546815486454,0.133677500427706
