date,open,high,low,close,volume,daily return,cumulative return
2022-10-20,208.28,215.55,202.0,207.28,117798062,,
2022-10-21,206.415,214.66,203.8,214.44,75713754,0.034542647626399026,0.034542647626399026
2022-10-24,205.82,213.5,198.5863,211.25,100446765,-0.01487595597836222,0.0191528367425704
2022-10-25,210.1,224.3498,210.0,222.415,96507870,0.052852071005917045,0.07301717483597048
2022-10-26,219.4,230.6,218.2,224.64,85327078,0.010003821684688496,0.08375144731763773
2022-10-27,229.77,233.81,222.85,225.09,61638824,0.0020032051282052876,0.08592242377460435
2022-10-28,225.4,228.86,216.35,228.52,69152386,0.015238349104802484,0.10247008876881503
2022-10-31,226.19,229.85,221.94,227.54,61554341,-0.004288464904603662,0.09774218448475458
2022-11-01,234.05,237.3951,227.28,227.82,62688822,0.0012305528698250967,0.09909301428020045
2022-11-02,226.04,227.8699,214.82,214.98,63070293,-0.05636028443508034,0.03714781937475853
2022-11-03,211.36,221.2,210.14,215.31,56538848,0.0015350265140943176,0.0387398687765339
2022-11-04,222.6,223.8,203.08,207.47,98622212,-0.036412614369978225,0.0009166345040521051
2022-11-07,208.65,208.9,196.66,197.08,93916520,-0.05007952957054029,-0.04920879969123926
2022-11-08,194.02,195.2,186.75,191.3,128803404,-0.02932819159732092,-0.07709378618294127
2022-11-09,190.775,195.89,177.12,177.59,127062659,-0.0716675378985886,-0.14323620223851818
2022-11-10,189.9,191.0,180.03,190.72,132703015,0.07393434314995218,-0.0798919336163646
2022-11-11,186.0,196.52,182.59,195.97,114403575,0.02752726510067105,-0.05456387495175641
2022-11-14,192.77,195.73,186.34,190.95,92226649,-0.025616165739654084,-0.07878232342724856
2022-11-15,195.88,200.8237,192.06,194.42,91293785,0.018172296412673372,-0.06204168274797428
2022-11-16,191.51,192.57,185.66,186.92,66567599,-0.0385762781606831,-0.09822462369741469
2022-11-17,183.96,186.16,180.9,183.17,64335970,-0.02006205863471,-0.11631609417213484
2022-11-18,185.05,185.19,176.55,180.19,76048866,-0.01626903968990545,-0.130692782709379
2022-11-21,175.85,176.77,167.54,167.87,92882712,-0.06837227371108268,-0.190129293708993
2022-11-22,168.63,170.92,166.185,169.91,78452327,0.012152260677905424,-0.18028753377074536
2022-11-23,173.57,183.62,172.5,183.2,109536709,0.0782178800541462,-0.11617136240833714
2022-11-25,185.06,185.2,180.63,182.86,50672739,-0.0018558951965064185,-0.1178116557313783
2022-11-28,179.96,188.5,179.0,182.92,93038148,0.0003281198731268642,-0.1175221922037829
2022-11-29,184.99,186.38,178.75,180.83,83357111,-0.011425759895035914,-0.12760517174836017
2022-11-30,182.43,194.76,180.6301,194.7,109186404,0.0767018746889343,-0.06069085295252852
2022-12-01,197.08,198.92,191.8,194.7,80046213,0.0,-0.06069085295252852
2022-12-02,191.78,196.25,191.11,194.86,73645922,0.0008217770929637158,-0.05991895021227367
2022-12-05,189.44,191.27,180.55,182.45,93122667,-0.06368674946115171,-0.1197896565032811
2022-12-06,181.215,183.65,175.33,179.82,92150823,-0.014414908194025688,-0.1324778077962181
2022-12-07,175.03,179.38,172.218,174.04,84213284,-0.0321432543654766,-0.1603627942879201
2022-12-08,172.2,175.2,169.06,173.44,97624491,-0.003447483337163826,-0.16325742956387534
2022-12-09,173.84,182.5,173.36,179.05,104872336,0.032345479704797064,-0.13619258973369397
2022-12-12,176.1,177.37,167.52,167.82,109794471,-0.06271991063948623,-0.19037051331532273
2022-12-13,174.87,175.05,156.91,160.95,175862722,-0.04093671791204867,-0.2235140872250101
2022-12-14,159.25,161.62,155.31,156.8,140682338,-0.025784405094749774,-0.24353531455036692
2022-12-15,153.44,160.9299,153.28,157.67,122334459,0.005548469387754995,-0.23933809340023193
2022-12-16,159.635,160.99,150.04,150.23,139032175,-0.0471871630620917,-0.2752315708220767
2022-12-19,154.0,155.25,145.82,149.87,139390634,-0.002396325634027696,-0.2769683519876498
2022-12-20,146.05,148.47,137.66,137.8,159563267,-0.08053646493627808,-0.33519876495561585
2022-12-21,139.335,141.26,135.89,137.57,145417412,-0.0016690856313499314,-0.3363083751447321
2022-12-22,136.0,136.63,122.26,125.35,210090250,-0.088827505996947,-0.3952624469316869
2022-12-23,126.37,128.6173,121.02,123.15,166989688,-0.017550857598723435,-0.4058761096101893
2022-12-27,117.495,119.67,108.76,109.1,208643444,-0.11408850994721897,-0.4736588189888077
2022-12-28,110.35,116.27,108.24,112.71,221070537,0.033088909257561916,-0.45624276341181036
2022-12-29,120.385,123.57,117.495,121.82,221923313,0.08082690089610511,-0.4122925511385568
